iCE40-LP1K-SWG16
G2,,POWER,VCCIO_2_3
,,,
iCE40-LP1K-CB81
pin,bank,type,name
C3,3,IO,IOL_1A
B2,3,IO,IOL_1B
B1,3,IO,IOL_2A
B3,3,IO,IOL_2B
D3,3,IO,IOL_3A
C1,3,IO,IOL_3B
D2,3,IO,IOL_5A
C2,3,IO,IOL_5B
E3,3,IO,IOL_6A
D1,3,IO,IOL_6B_GBIN7
E1,3,IO,IOL_7A_GBIN6
E2,3,IO,IOL_7B
F2,3,IO,IOL_8A
F3,3,IO,IOL_8B
G1,3,IO,IOL_10A
H2,3,IO,IOL_10B
G2,3,IO,IOL_12A
J2,2,IO,IOB_26
H3,2,IO,IOB_27
G3,2,IO,IOB_29
G4,2,IO,IOB_30
J3,2,IO,IOB_35_GBIN5
H4,2,IO,IOB_34
G5,2,IO,IOB_42_CBSEL0
H5,2,IO,IOB_43_CBSEL1
H6,2,OUTPUT,CDONE
J6,2,INPUT,CRESET_B
H7,SPI,IO,IOB_44_SDO
J7,SPI,IO,IOB_45_SDI
J8,SPI,IO,IOB_46_SCK
H8,SPI,IO,IOB_47_SS
H9,SPI,POWER,VCC_SPI
G6,1,IO,IOR_53
G7,1,IO,IOR_54
G8,1,IO,IOR_56
G9,1,IO,IOR_57
F9,1,IO,IOR_58
F6,1,IO,IOR_59
F8,1,IO,IOR_60_GBIN3
F7,1,IO,IOR_61_GBIN2
E8,1,IO,IOR_63
E9,1,IO,IOR_64
E7,1,IO,IOR_65
D7,1,IO,IOR_67
D8,1,IO,IOR_68
C9,1,IO,IOR_70
C7,1,IO,IOR_71
C8,1,IO,IOR_72
B9,,POWER,VPP_2V5
A8,0,IO,IOT_73
B8,0,IO,IOT_74
B7,0,IO,IOT_75
A7,0,IO,IOT_76
E6,0,IO,IOT_77
C6,0,IO,IOT_78
B6,0,IO,IOT_79
B5,0,IO,IOT_81
C5,0,IO,IOT_82
D6,0,IO,IOT_84_GBIN1
A4,0,IO,IOT_85_GBIN0
B4,0,IO,IOT_87
D4,0,IO,IOT_88
D5,0,IO,IOT_90
A3,0,IO,IOT_91
A2,0,IO,IOT_93
C4,0,IO,IOT_95
A1,,POWER,GND
A9,,POWER,GND
E4,,POWER,GND
E5,,POWER,GND
F4,,POWER,GND
F5,,POWER,GND
J1,,POWER,GND
J9,,POWER,GND
H1,,POWER,VCC
A5,,POWER,VCC
J5,,POWER,VCC
A6,0,POWER,VCCIO_0
D9,1,POWER,VCCIO_1
J4,2,POWER,VCCIO_2
F1,3,POWER,VCCIO_3
,,,
iCE40-LP1K-CM81
pin,bank,type,name
C2,3,IO,IOL_1A
B2,3,IO,IOL_1B
C1,3,IO,IOL_2A
B1,3,IO,IOL_2B
C3,3,IO,IOL_3A
D2,3,IO,IOL_3B
D1,3,IO,IOL_4A
E4,3,IO,IOL_4B
E1,3,IO,IOL_5A
E2,3,IO,IOL_5B
F3,3,IO,IOL_6A
D3,3,IO,IOL_6B_GBIN7
E3,3,IO,IOL_7A_GBIN6
F1,3,IO,IOL_7B
G1,3,IO,IOL_9A
G3,3,IO,IOL_9B
H2,,POWER,GNDPLL
G2,,POWER,VCCPLL
H1,2,IO,IOB_26
J2,2,IO,IOB_27
J1,2,IO,IOB_28
J3,2,IO,IOB_29
J4,2,IO,IOB_32
H4,2,IO,IOB_35_GBIN5
J6,2,IO,IOB_36_GBIN4
G4,2,IO,IOB_34
J7,2,IO,IOB_41
G5,2,IO,IOB_42_CBSEL0
H5,2,IO,IOB_43_CBSEL1
E6,2,OUTPUT,CDONE
H6,2,INPUT,CRESET_B
G6,SPI,IO,IOB_44_SDO
H7,SPI,IO,IOB_45_SDI
G7,SPI,IO,IOB_46_SCK
F7,SPI,IO,IOB_47_SS
H8,SPI,POWER,VCC_SPI
J8,1,IO,IOR_48
J9,1,IO,IOR_49
H9,1,IO,IOR_50
G9,1,IO,IOR_51
F8,1,IO,IOR_53
G8,1,IO,IOR_54
D6,1,IO,IOR_55
E7,1,IO,IOR_56
D7,1,IO,IOR_57
E8,1,IO,IOR_60_GBIN3
D8,1,IO,IOR_61_GBIN2
D9,1,IO,IOR_63
B9,1,IO,IOR_64
C9,1,IO,IOR_65
A9,1,IO,IOR_70
C8,,POWER,VPP_2V5
C7,,POWER,VPP_FAST
B8,0,IO,IOT_76
B7,0,IO,IOT_77
A8,0,IO,IOT_78
B6,0,IO,IOT_79
A7,0,IO,IOT_80
A6,0,IO,IOT_81
B5,0,IO,IOT_82
C5,0,IO,IOT_84_GBIN1
C4,0,IO,IOT_85_GBIN0
A4,0,IO,IOT_86
E5,0,IO,IOT_87
A3,0,IO,IOT_88
B4,0,IO,IOT_89
A2,0,IO,IOT_90
D5,0,IO,IOT_91
B3,0,IO,IOT_93
A1,0,IO,IOT_95
F4,,POWER,GND
F5,,POWER,GND
F6,,POWER,GND
F9,,POWER,GND
D4,,POWER,VCC
E9,,POWER,VCC
F2,,POWER,VCC
A5,0,POWER,VCCIO_0
C6,1,POWER,VCCIO_1
J5,2,POWER,VCCIO_2
H3,3,POWER,VCCIO_3
,,,
iCE40-LP1K-QN84
pin,bank,type,name
A1,3,IO,IOL_1B
B1,3,IO,IOL_2A
A2,3,IO,IOL_2B
B2,3,IO,IOL_3A
A3,3,IO,IOL_3B
B3,3,IO,IOL_4A
A4,3,IO,IOL_4B
B4,3,IO,IOL_5A
A5,3,IO,IOL_5B
B5,3,IO,IOL_6A
A8,3,IO,IOL_6B_GBIN7
A9,3,IO,IOL_7A_GBIN6
B7,3,IO,IOL_7B
A10,3,IO,IOL_9A
B8,3,IO,IOL_9B
A11,3,IO,IOL_10B
B9,3,IO,IOL_11B
A12,3,IO,IOL_12B
A13,2,IO,IOB_30
B10,2,IO,IOB_32
B11,2,IO,IOB_33
A14,2,IO,IOB_35_GBIN5
B12,2,IO,IOB_36_GBIN4
A16,2,IO,IOB_34
B13,2,IO,IOB_38
B14,2,IO,IOB_40
A19,2,IO,IOB_41
B15,2,IO,IOB_42_CBSEL0
A20,2,IO,IOB_43_CBSEL1
B16,2,OUTPUT,CDONE
A21,2,INPUT,CRESET_B
B17,SPI,IO,IOB_44_SDO
A22,SPI,IO,IOB_45_SDI
A23,SPI,IO,IOB_46_SCK
B18,SPI,IO,IOB_47_SS
A24,SPI,POWER,VCC_SPI
B19,1,IO,IOR_52
A25,1,IO,IOR_53
A26,1,IO,IOR_55
B20,1,IO,IOR_56
B21,1,IO,IOR_57
A27,1,IO,IOR_58
A29,1,IO,IOR_60_GBIN3
B22,1,IO,IOR_61_GBIN2
B23,1,IO,IOR_63
A31,1,IO,IOR_64
B24,1,IO,IOR_65
A32,1,IO,IOR_66
A33,1,IO,IOR_68
A34,1,IO,IOR_69
B26,1,IO,IOR_70
A35,1,IO,IOR_71
B27,1,IO,IOR_72
A36,,POWER,VPP_2V5
A37,,POWER,VPP_FAST
A38,0,IO,IOT_76
B29,0,IO,IOT_77
A39,0,IO,IOT_78
B30,0,IO,IOT_79
A40,0,IO,IOT_80
B31,0,IO,IOT_81
A41,0,IO,IOT_82
A43,0,IO,IOT_84_GBIN1
B32,0,IO,IOT_85_GBIN0
A44,0,IO,IOT_86
A45,0,IO,IOT_88
B34,0,IO,IOT_89
A46,0,IO,IOT_90
B35,0,IO,IOT_91
A47,0,IO,IOT_92
B36,0,IO,IOT_93
A48,0,IO,IOT_95
A6,,POWER,GND
A18,,POWER,GND
A30,,POWER,GND
B33,,POWER,GND
A7,,POWER,VCC
A15,,POWER,VCC
A28,,POWER,VCC
B28,,POWER,VCC
A42,0,POWER,VCCIO_0
B25,1,POWER,VCCIO_1
A17,2,POWER,VCCIO_2
B6,3,POWER,VCCIO_3
,,,
iCE40-LP1K-CB121
pin,bank,type,name
C1,3,IO,IOL_1A
B1,3,IO,IOL_1B
C3,3,IO,IOL_2A
C4,3,IO,IOL_2B
E4,3,IO,IOL_3A
D4,3,IO,IOL_3B
C2,3,IO,IOL_4A
D2,3,IO,IOL_4B
D1,3,IO,IOL_5A
E2,3,IO,IOL_5B
E3,3,IO,IOL_6A
D3,3,IO,IOL_6B_GBIN7
F4,3,IO,IOL_7A_GBIN6
G4,3,IO,IOL_7B
F2,3,IO,IOL_8A
G1,3,IO,IOL_8B
F3,3,IO,IOL_9A
G3,3,IO,IOL_9B
H2,3,IO,IOL_10A
H3,3,IO,IOL_10B
H1,3,IO,IOL_11A
J1,3,IO,IOL_11B
J3,3,IO,IOL_12A
J2,3,IO,IOL_12B
L1,,POWER,GNDPLL
K1,,POWER,VCCPLL
K3,2,IO,IOB_24
K4,2,IO,IOB_25
L2,2,IO,IOB_26
J4,2,IO,IOB_27
J5,2,IO,IOB_28
L3,2,IO,IOB_29
H4,2,IO,IOB_30
H5,2,IO,IOB_31
L4,2,IO,IOB_32
L5,2,IO,IOB_33
L9,2,IO,IOB_35_GBIN5
L8,2,IO,IOB_36_GBIN4
L10,2,IO,IOB_37
L11,2,IO,IOB_38
J11,2,IO,IOB_39
K11,2,IO,IOB_40
H11,2,IO,IOB_41
H6,2,IO,IOB_42_CBSEL0
J6,2,IO,IOB_43_CBSEL1
J7,2,OUTPUT,CDONE
K7,2,INPUT,CRESET_B
J8,SPI,IO,IOB_44_SDO
K8,SPI,IO,IOB_45_SDI
K9,SPI,IO,IOB_46_SCK
J9,SPI,IO,IOB_47_SS
J10,SPI,POWER,VCC_SPI
H10,1,IO,IOR_52
H9,1,IO,IOR_53
H7,1,IO,IOR_54
H8,1,IO,IOR_55
G7,1,IO,IOR_56
G8,1,IO,IOR_57
G9,1,IO,IOR_58
G10,1,IO,IOR_59
F8,1,IO,IOR_60_GBIN3
F9,1,IO,IOR_61_GBIN2
F10,1,IO,IOR_62
E8,1,IO,IOR_63
E9,1,IO,IOR_64
D8,1,IO,IOR_65
E11,1,IO,IOR_66
D9,1,IO,IOR_67
D10,1,IO,IOR_68
D11,1,IO,IOR_69
C11,1,IO,IOR_70
A11,1,IO,IOR_71
B11,1,IO,IOR_72
C10,,POWER,VPP_2V5
A9,,POWER,VPP_FAST
A10,0,IO,IOT_73
B9,0,IO,IOT_74
C9,0,IO,IOT_75
C8,0,IO,IOT_76
B8,0,IO,IOT_77
A8,0,IO,IOT_78
F7,0,IO,IOT_79
E7,0,IO,IOT_80
C7,0,IO,IOT_81
D7,0,IO,IOT_82
E6,0,IO,IOT_83
C6,0,IO,IOT_84_GBIN1
D6,0,IO,IOT_85_GBIN0
E5,0,IO,IOT_86
D5,0,IO,IOT_87
C5,0,IO,IOT_88
A6,0,IO,IOT_89
A4,0,IO,IOT_90
A5,0,IO,IOT_91
B5,0,IO,IOT_92
B4,0,IO,IOT_93
A3,0,IO,IOT_94
A2,0,IO,IOT_95
B3,0,IO,IOT_96
B10,,POWER,GND
B2,,POWER,GND
E1,,POWER,GND
F5,,POWER,GND
F6,,POWER,GND
G11,,POWER,GND
G5,,POWER,GND
G6,,POWER,GND
K10,,POWER,GND
K2,,POWER,GND
B6,,POWER,VCC
F1,,POWER,VCC
F11,,POWER,VCC
K6,,POWER,VCC
B7,0,POWER,VCCIO_0
E10,1,POWER,VCCIO_1
K5,2,POWER,VCCIO_2
A1,3,POWER,VCCIO_3
G2,3,POWER,VCCIO_3
A7,,NC,NC
L6,,NC,NC
L7,,NC,NC
,,,
iCE40-LP1K-CM121
pin,bank,type,name
C3,3,IO,IOL_1A
A1,3,IO,IOL_1B
C2,3,IO,IOL_2A
B1,3,IO,IOL_2B
D2,3,IO,IOL_3A
C1,3,IO,IOL_3B
D3,3,IO,IOL_4A
D1,3,IO,IOL_4B
D4,3,IO,IOL_5A
E2,3,IO,IOL_5B
E3,3,IO,IOL_6A
E4,3,IO,IOL_6B_GBIN7
F4,3,IO,IOL_7A_GBIN6
F5,3,IO,IOL_7B
H1,3,IO,IOL_8A
F2,3,IO,IOL_8B
G2,3,IO,IOL_9A
F3,3,IO,IOL_9B
H2,3,IO,IOL_10A
J1,3,IO,IOL_10B
K1,3,IO,IOL_11A
G4,3,IO,IOL_11B
L1,3,IO,IOL_12A
H4,3,IO,IOL_12B
J3,,POWER,GNDPLL
H3,,POWER,VCCPLL
J2,2,IO,IOB_25
K2,2,IO,IOB_26
K3,2,IO,IOB_27
L2,2,IO,IOB_28
L3,2,IO,IOB_29
K4,2,IO,IOB_30
L4,2,IO,IOB_31
K5,2,IO,IOB_32
J5,2,IO,IOB_35_GBIN5
L5,2,IO,IOB_36_GBIN4
H5,2,IO,IOB_34
K7,2,IO,IOB_37
L7,2,IO,IOB_38
L9,2,IO,IOB_39
K8,2,IO,IOB_40
L10,2,IO,IOB_41
H6,2,IO,IOB_42_CBSEL0
J6,2,IO,IOB_43_CBSEL1
F7,2,OUTPUT,CDONE
J7,2,INPUT,CRESET_B
H7,SPI,IO,IOB_44_SDO
J8,SPI,IO,IOB_45_SDI
H8,SPI,IO,IOB_46_SCK
G8,SPI,IO,IOB_47_SS
J9,SPI,POWER,VCC_SPI
K9,1,IO,IOR_48
K10,1,IO,IOR_49
J10,1,IO,IOR_50
H10,1,IO,IOR_51
K11,1,IO,IOR_52
L11,1,IO,IOR_53
H11,1,IO,IOR_54
J11,1,IO,IOR_55
H9,1,IO,IOR_56
G11,1,IO,IOR_57
F11,1,IO,IOR_58
G9,1,IO,IOR_59
F9,1,IO,IOR_60_GBIN3
E9,1,IO,IOR_61_GBIN2
E10,1,IO,IOR_62
F8,1,IO,IOR_63
D11,1,IO,IOR_64
E7,1,IO,IOR_65
D10,1,IO,IOR_66
E8,1,IO,IOR_67
C11,1,IO,IOR_68
C10,1,IO,IOR_69
B11,1,IO,IOR_70
A11,1,IO,IOR_71
B10,1,IO,IOR_72
D9,,POWER,VPP_2V5
D8,,POWER,VPP_FAST
B9,0,IO,IOT_73
A10,0,IO,IOT_74
B8,0,IO,IOT_75
A9,0,IO,IOT_76
A8,0,IO,IOT_77
C9,0,IO,IOT_78
C8,0,IO,IOT_79
B7,0,IO,IOT_80
C7,0,IO,IOT_81
A7,0,IO,IOT_82
C6,0,IO,IOT_83
D6,0,IO,IOT_84_GBIN1
D5,0,IO,IOT_85_GBIN0
F6,0,IO,IOT_86
A5,0,IO,IOT_87
E6,0,IO,IOT_88
B5,0,IO,IOT_89
C5,0,IO,IOT_90
B4,0,IO,IOT_91
A3,0,IO,IOT_92
A2,0,IO,IOT_93
B3,0,IO,IOT_94
B2,0,IO,IOT_95
C4,0,IO,IOT_96
G10,,POWER,GND
E1,,POWER,GND
L6,,POWER,GND
G5,,POWER,GND
G7,,POWER,GND
G6,,POWER,GND
A6,,POWER,GND
F1,,POWER,VCC
G3,,POWER,VCC
F10,,POWER,VCC
E5,,POWER,VCC
B6,0,POWER,VCCIO_0
A4,0,POWER,VCCIO_0
D7,1,POWER,VCCIO_1
E11,1,POWER,VCCIO_1
K6,2,POWER,VCCIO_2
L8,2,POWER,VCCIO_2
G1,3,POWER,VCCIO_3
J4,3,POWER,VCCIO_3
,,,
